canonical_match_id,golgg_match_id,team_a_name,team_b_name,winner_side,start_time_normalized,status,market_open_p_a_novig,market_open_p_a_raw,market_open_avg_margin,market_open_books,market_mid_p_a_novig,market_mid_p_a_raw,market_mid_avg_margin,market_mid_books,market_close_p_a_novig,market_close_p_a_raw,market_close_avg_margin,market_close_books
144760,80294,Ei Nerd,Keyd Stars Academy,team_a,2026-07-28T21:00:00+00:00,finished,0.3470037475556833,0.378301784510648,0.0901453094282697,4.0,0.33381035164095696,0.36382014212202896,0.08985627221989478,4.0,0.3125922802220884,0.34104247588189296,0.09044943810350042,4.0
144769,80301,Red Academy,Estral E-Sports,team_b,2026-07-29T23:00:00+00:00,finished,0.17669705100211158,0.1930351866645017,0.09203386497733929,4.0,0.18742816462423736,0.20549889227939638,0.09652308893354189,4.0,0.15867054644994386,0.17320730117340288,0.09067710625788677,4.0
144762,80296,7REX,KaBuM! IDL,team_b,2026-07-28T23:00:00+00:00,finished,0.4270807126043594,0.4630484338967798,0.08418242157666118,3.0,0.4270807126043594,0.4630484338967798,0.08418242157666118,3.0,0.39306599832915623,0.4275298920968212,0.08752247644980608,3.0
144759,80293,paiN Academy,Solid,team_b,2026-07-28T20:00:00+00:00,finished,0.6719940499302396,0.73132755517666,0.08830896706811697,4.0,0.6719940499302396,0.73132755517666,0.08830896706811697,4.0,0.6693403435096249,0.7300242499947187,0.09070204601734222,4.0
144708,80494,Solary,Esprit Shonen,team_a,2026-07-29T18:00:00+00:00,finished,0.8242405094866222,0.8998975084321701,0.09185900567474532,7.0,0.8262192491080614,0.9021550486163853,0.09200249269052338,7.0,0.8392238726046385,0.9150703187400434,0.09046288347992533,7.0
144761,80295,Estral,INTZ,team_a,2026-07-28T22:00:00+00:00,finished,0.6364716851914916,0.6956140350877194,0.09245903791098303,4.0,0.7121871965515341,0.7772005772005772,0.09133209785383695,4.0,0.7241723638003341,0.7890376984126983,0.08959952191030174,4.0
144707,80495,Karmine Corp Blue,Joblife,team_a,2026-07-29T19:00:00+00:00,finished,0.4614168143173874,0.501686160691656,0.08719333790591448,5.0,0.4614168143173874,0.501686160691656,0.08719333790591448,5.0,0.48461229912892695,0.5267994044029878,0.08693648330250925,5.0
127489,79756,mCon esports,Dynasty,team_a,2026-07-15T17:00:00+00:00,finished,0.5729553641787684,0.6212138750627001,0.0841867611413627,2.0,0.5780375139977603,0.6269654088050314,0.08465288262153758,2.0,0.5780375139977603,0.6269654088050314,0.08465288262153758,2.0
144713,80358,Blue Otter,Contingent,team_b,2026-07-30T00:00:00+00:00,finished,0.4021347587264512,0.43740648639339413,0.08761974326483091,6.0,0.43787686937423986,0.4760828252207563,0.08717797502970437,6.0,0.4545959181459032,0.4948115333238288,0.08850730009194852,6.0
67693,79526,Team Liquid,T1,team_b,2026-06-28T03:00:00+00:00,finished,0.07830026701058126,0.0841114883984154,0.0742104982994054,2.0,0.0815322649421026,0.08789936718629418,0.07799837708728419,2.0,0.08880755234835169,0.0965270684371808,0.08662607833817082,2.0
194,78217,Gmblers eSports,Hmble,team_b,2026-05-31T22:06:00+00:00,finished,0.11159263271939328,0.12195121951219513,0.09282500591996223,1.0,0.11159263271939328,0.12195121951219513,0.09282500591996223,1.0,0.11159263271939328,0.12195121951219513,0.09282500591996223,1.0
86511,79552,Eintracht Spandau,TeamOrangeGaming,team_a,2026-07-02T17:00:00+00:00,finished,0.5468450538109981,0.5921378968253967,0.08464538933288934,2.0,0.5468450538109981,0.5921378968253967,0.08464538933288934,2.0,0.5006703146374829,0.5421916762122947,0.08481752999423253,2.0
86510,79558,Hangry Knights,E WIE EINFACH,team_b,2026-07-02T16:00:00+00:00,finished,0.4818476333000776,0.5228309272426919,0.08560710626173551,4.0,0.483191719321583,0.5239978428513551,0.08493740711870906,4.0,0.566262023200023,0.6147313513799582,0.08594512938538124,4.0
112063,79672,TeamOrangeGaming,Berlin International Gaming,team_b,2026-07-09T18:00:00+00:00,finished,0.23986259175617222,0.26094102057994345,0.08758706291474883,4.0,0.24147522015790537,0.2627191144633005,0.0876716193370572,4.0,0.26601837351263735,0.2888361660888754,0.08606189118345298,4.0
