alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.35,2.0,0.7568336903503975,0.209751838831078,0.6094164737046587,0.667828106852497,561,0.20322638146167557,114.00999999999999,0.33511586452762926
0.35,2.5,0.7568336903503975,0.21518246658966667,0.6216199359794454,0.667828106852497,590,0.19291525423728811,113.82,0.3389830508474576
0.35,3.0,0.7568336903503975,0.21950572586839945,0.6309689273892793,0.667828106852497,605,0.18576859504132232,112.39,0.34049586776859503
0.4,0.5,0.7588784867410305,0.20753269108242167,0.6078411748631863,0.664924506387921,740,0.18894594594594594,139.82,0.7027027027027027
0.4,0.6,0.7588784867410304,0.20181968661746585,0.5867564780502564,0.664924506387921,574,0.26872822299651566,154.25,0.6898954703832753
0.4,0.7,0.7588784867410304,0.19861401592252245,0.5772328560910173,0.664924506387921,400,0.41350000000000003,165.4,0.66
0.4,0.8,0.7588784867410304,0.19708057851173288,0.5738401422442548,0.664924506387921,266,0.5630451127819549,149.77,0.5488721804511278
0.4,0.9,0.7588784867410304,0.19665474576329972,0.573807334008107,0.664924506387921,232,0.6539655172413794,151.72000000000003,0.4827586206896552
0.4,1.0,0.7588784867410304,0.1969551529330461,0.575632979981664,0.664924506387921,263,0.6241444866920153,164.15,0.44106463878326996
0.4,1.1,0.7588784867410304,0.19772417154067734,0.5784703766827366,0.664924506387921,337,0.4872997032640949,164.21999999999997,0.3916913946587537
0.4,1.2,0.7588784867410304,0.19878764576039148,0.581828686497671,0.664924506387921,407,0.3728746928746928,151.76,0.36117936117936117
0.4,1.3,0.7588784867410304,0.2000278102899196,0.5854183904873465,0.664924506387921,464,0.29702586206896553,137.82,0.35129310344827586
0.4,1.5,0.7588784867410304,0.20274594809962226,0.5926740530421853,0.664924506387921,512,0.23640625,121.04,0.337890625
0.4,1.7,0.7588784867410304,0.20550704619853116,0.5995499447350499,0.664924506387921,539,0.2285714285714286,123.20000000000002,0.34137291280148424
0.4,2.0,0.7588784867410304,0.2094021757303073,0.6087399818143744,0.664924506387921,567,0.2043562610229277,115.87,0.3386243386243386
0.4,2.5,0.7588784867410304,0.21492182609138002,0.6211124164870226,0.664924506387921,592,0.19572635135135136,115.87,0.34121621621621623
0.4,3.0,0.7588784867410304,0.2192994199641187,0.6305650745736673,0.664924506387921,608,0.18679276315789475,113.57000000000001,0.34210526315789475
0.45,0.5,0.7608170688419353,0.20581072063358166,0.6044211836203169,0.670150987224158,739,0.1914343707713126,141.47,0.6982408660351827
0.45,0.6,0.7608232361232743,0.2004221543906061,0.584055235185542,0.670150987224158,598,0.2492809364548495,149.07,0.6755852842809364
0.45,0.7,0.7608232361232743,0.1974502006264104,0.575015454633567,0.670150987224158,446,0.3422421524663677,152.64,0.6390134529147982
0.45,0.8,0.7608232361232743,0.19609186843722376,0.5719712374140856,0.670150987224158,314,0.5153503184713376,161.82,0.5636942675159236
0.45,0.9,0.7608232361232743,0.19580105002109838,0.5721994556685539,0.670150987224158,271,0.5505535055350553,149.2,0.4797047970479705
0.45,1.0,0.7608232361232743,0.196207914144139,0.574226704531901,0.670150987224158,300,0.5476666666666667,164.3,0.44
0.45,1.1,0.7608232361232743,0.19706242666005316,0.5772237357610759,0.670150987224158,363,0.451267217630854,163.81,0.39944903581267216
0.45,1.2,0.7608232361232743,0.1981956449240516,0.5807110966917225,0.670150987224158,430,0.37576744186046507,161.57999999999998,0.3767441860465116
0.45,1.3,0.7608232361232743,0.19949349451847184,0.5844069764148949,0.670150987224158,471,0.2915498938428875,137.32,0.3524416135881104
0.45,1.5,0.7608232361232743,0.20230083024883663,0.5918263664793536,0.670150987224158,516,0.2346124031007752,121.06,0.3391472868217054
0.45,1.7,0.7608232361232743,0.2051270896658436,0.5988220331943601,0.670150987224158,544,0.21628676470588237,117.66000000000001,0.3382352941176471
0.45,2.0,0.7608232361232743,0.20909186480563466,0.6081408585471276,0.670150987224158,571,0.1993169877408056,113.81,0.3380035026269702
0.45,2.5,0.7608232361232743,0.21468524912099152,0.6206512559806733,0.670150987224158,595,0.19236974789915967,114.46000000000001,0.3411764705882353
0.45,3.0,0.7608232361232743,0.21910873888593124,0.6301909941667306,0.670150987224158,607,0.18492586490939045,112.25,0.34102141680395387
0.5,0.5,0.7628885901183706,0.20447912938354817,0.6021103856557185,0.6753774680603949,741,0.201417004048583,149.25,0.6977058029689609
0.5,0.6,0.7628913311322992,0.19933349218838203,0.5821588334190829,0.6753774680603949,608,0.24962171052631585,151.77000000000004,0.6726973684210527
0.5,0.7,0.7628913311322992,0.19653527887400432,0.5734042009374697,0.6753774680603949,489,0.28732106339468305,140.5,0.623721881390593
0.5,0.8,0.7628913311322992,0.19530686889707416,0.5705737770384834,0.6753774680603949,355,0.4373239436619718,155.25,0.5577464788732395
0.5,0.9,0.7628913311322992,0.19511626114098152,0.5709671820056959,0.6753774680603949,306,0.5134967320261438,157.13,0.49673202614379086
0.5,1.0,0.7628913311322992,0.19560227954668094,0.5731254966512287,0.6753774680603949,344,0.48892441860465113,168.19,0.44476744186046513
0.5,1.1,0.7628913311322992,0.19652053860186633,0.5762288215345966,0.6753774680603949,391,0.42455242966751916,166.0,0.40664961636828645
0.5,1.2,0.7628913311322992,0.1977059519434552,0.5798039875145747,0.6753774680603949,443,0.3741309255079007,165.74,0.3860045146726862
0.5,1.3,0.7628913311322992,0.1990471643261747,0.5835735464874785,0.6753774680603949,477,0.3044654088050314,145.23,0.36268343815513626
0.5,1.5,0.7628913311322992,0.20192206972209545,0.5911095302968323,0.6753774680603949,521,0.23370441458733207,121.76,0.3416506717850288
0.5,1.7,0.7628913311322992,0.20479829281469183,0.5981932103872555,0.6753774680603949,548,0.21087591240875914,115.56,0.3375912408759124
0.5,2.0,0.7628913311322992,0.20881735183153902,0.6076098166492266,0.6753774680603949,575,0.19481739130434783,112.02000000000001,0.3373913043478261
0.5,2.5,0.7628913311322992,0.21446975058166223,0.6202294502549992,0.6753774680603949,598,0.1931438127090301,115.5,0.342809364548495
0.5,3.0,0.7628913311322992,0.21893117444691168,0.6298411045134817,0.6753774680603949,608,0.18914473684210525,115.0,0.34375
