alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.45,3.0,0.757962988088924,0.22008650658847323,0.6321813027292569,0.6689895470383276,597,0.19752093802345058,117.92,0.34338358458961477
0.5,0.5,0.7595938913763591,0.2056113499325325,0.6040719630526374,0.6771196283391405,628,0.22165605095541405,139.20000000000002,0.7006369426751592
0.5,0.6,0.7595980028972518,0.2006866976856734,0.5851601072263298,0.6771196283391405,480,0.29139583333333335,139.87,0.675
0.5,0.7,0.7595980028972518,0.19804610694677632,0.5769179993928935,0.6771196283391405,345,0.42344927536231886,146.09,0.6231884057971014
0.5,0.8,0.7595980028972518,0.19692257318436232,0.5743418305973067,0.6771196283391405,263,0.5325855513307985,140.07000000000002,0.5361216730038023
0.5,0.9,0.7595980028972518,0.1967942705480623,0.5748350364330626,0.6771196283391405,240,0.5532916666666667,132.79000000000002,0.45
0.5,1.0,0.7595980028972518,0.19730991612913285,0.5770010334206079,0.6771196283391405,273,0.502051282051282,137.06,0.4065934065934066
0.5,1.1,0.7595980028972518,0.1982337032079329,0.580057289472347,0.6771196283391405,328,0.482530487804878,158.26999999999998,0.3902439024390244
0.5,1.2,0.7595980028972518,0.19940745711664898,0.5835534325942575,0.6771196283391405,379,0.4270712401055409,161.85999999999999,0.37730870712401055
0.5,1.3,0.7595980028972518,0.20072513178115667,0.5872261036029004,0.6771196283391405,437,0.3434553775743707,150.09,0.35697940503432496
0.5,1.5,0.7595980028972518,0.20353206665543705,0.5945465475516858,0.6771196283391405,500,0.25754000000000005,128.77,0.34
0.5,1.7,0.7595980028972518,0.2063278132504551,0.6014126770861609,0.6771196283391405,530,0.21167924528301887,112.19,0.330188679245283
0.5,2.0,0.7595980028972518,0.21022359682297012,0.6105275207354325,0.6771196283391405,554,0.19909747292418772,110.3,0.33212996389891697
0.5,2.5,0.7595980028972518,0.2156915012424674,0.622729784407103,0.6771196283391405,580,0.19193103448275867,111.32000000000002,0.33620689655172414
0.5,3.0,0.7595980028972518,0.22000262085991332,0.6320176945034863,0.6771196283391405,599,0.1962771285475793,117.57000000000001,0.34390651085141904
0.55,0.5,0.7611747711595996,0.2046757504021052,0.602527050482987,0.6800232288037166,628,0.22079617834394905,138.66,0.6942675159235668
0.55,0.6,0.7611754564130817,0.199954441682204,0.584018124835708,0.6800232288037166,495,0.28127272727272723,139.23,0.6646464646464646
0.55,0.7,0.7611754564130817,0.19745886044729796,0.5759999755265932,0.6800232288037166,369,0.38373983739837403,141.60000000000002,0.6151761517615176
0.55,0.8,0.7611754564130817,0.19644232777124232,0.5735834009252433,0.6800232288037166,293,0.4791808873720137,140.4,0.5392491467576792
0.55,0.9,0.7611754564130817,0.1963944382883934,0.5741931280220718,0.6800232288037166,259,0.5100772200772201,132.11,0.4555984555984556
0.55,1.0,0.7611754564130817,0.19697142384439212,0.5764466391973186,0.6800232288037166,290,0.49051724137931035,142.25,0.41379310344827586
0.55,1.1,0.7611754564130817,0.19794265804770297,0.5795703299807279,0.6800232288037166,342,0.4512573099415205,154.33,0.3888888888888889
0.55,1.2,0.7611754564130817,0.19915362167556921,0.5831196471993753,0.6800232288037166,386,0.4188860103626943,161.69,0.38082901554404147
0.55,1.3,0.7611754564130817,0.200500881018994,0.5868351192021473,0.6800232288037166,435,0.3589885057471265,156.16000000000003,0.3632183908045977
0.55,1.5,0.7611754564130817,0.2033511320079561,0.594219880560717,0.6800232288037166,503,0.25226640159045727,126.89,0.3399602385685885
0.55,1.7,0.7611754564130817,0.20617646925031688,0.6011318513549246,0.6800232288037166,533,0.21290806754221386,113.47999999999999,0.3320825515947467
0.55,2.0,0.7611754564130817,0.21010188773431618,0.6102950620505162,0.6800232288037166,555,0.20059459459459456,111.32999999999998,0.3333333333333333
0.55,2.5,0.7611754564130817,0.21559909619699924,0.6225485354729253,0.6800232288037166,583,0.18823327615780447,109.74000000000001,0.3361921097770154
0.55,3.0,0.7611754564130817,0.21992764523449587,0.6318688032354522,0.6800232288037166,601,0.19173044925124794,115.23,0.3427620632279534
0.6,0.5,0.7620854730373312,0.20418563479326743,0.601961216453156,0.6852497096399536,627,0.2232695374800638,139.99,0.6905901116427432
0.6,0.6,0.7620854730373312,0.1995534499645648,0.5835797383011647,0.6852497096399536,512,0.27185546875,139.19,0.65625
0.6,0.7,0.7620854730373312,0.19712702055194176,0.5756074602106623,0.6852497096399536,393,0.3531043256997455,138.76999999999998,0.6106870229007634
0.6,0.8,0.7620854730373312,0.19616413110476943,0.5732294491308646,0.6852497096399536,321,0.440809968847352,141.5,0.5358255451713395
0.6,0.9,0.7620854730373312,0.19615754600686985,0.5738698218289203,0.6852497096399536,297,0.4575757575757576,135.9,0.46464646464646464
0.6,1.0,0.7620854730373312,0.19676631292619562,0.5761478319090553,0.6852497096399536,306,0.4769934640522876,145.96,0.4215686274509804
0.6,1.1,0.7620854730373312,0.19776211898656026,0.5792914590076406,0.6852497096399536,350,0.4422285714285715,154.78000000000003,0.3914285714285714
0.6,1.2,0.7620854730373312,0.19899225201172382,0.5828573512620849,0.6852497096399536,397,0.4007556675062972,159.1,0.380352644836272
0.6,1.3,0.7620854730373312,0.20035464610453704,0.5865868991031732,0.6852497096399536,441,0.35244897959183674,155.43,0.36507936507936506
0.6,1.5,0.7620854730373312,0.2032268620075459,0.5939945686981002,0.6852497096399536,502,0.25264940239043826,126.83,0.34063745019920316
0.6,1.7,0.7620854730373312,0.20606714272991342,0.6009247415514624,0.6852497096399536,536,0.2044776119402985,109.6,0.3302238805970149
0.6,2.0,0.7620854730373312,0.2100077345673158,0.6101096944094331,0.6852497096399536,558,0.20094982078853046,112.13,0.33512544802867383
0.6,2.5,0.7620854730373312,0.21552082717189613,0.622390314162489,0.6852497096399536,585,0.18705982905982907,109.43,0.3367521367521368
0.6,3.0,0.7620854730373312,0.21985983879056653,0.6317307241086075,0.6852497096399536,601,0.19509151414309484,117.25,0.34442595673876875
0.65,0.5,0.7625082744357965,0.20414436685108317,0.6023480138023206,0.6875725900116144,628,0.22885350318471337,143.72,0.6847133757961783
0.65,0.6,0.7625075891823144,0.19948816034858743,0.583828847403956,0.6875725900116144,515,0.27233009708737865,140.25,0.654368932038835
0.65,0.7,0.7625075891823144,0.1970539022675223,0.575728101144796,0.6875725900116144,417,0.35251798561151076,147.0,0.60431654676259
0.65,0.8,0.7625075891823144,0.19608994583393752,0.5732695825887154,0.6875725900116144,348,0.4139080459770115,144.04,0.5459770114942529
0.65,0.9,0.7625075891823144,0.19608443337041756,0.5738559181119832,0.6875725900116144,321,0.41657320872274145,133.72,0.4672897196261682
0.65,1.0,0.7625075891823144,0.19669458337454324,0.5760962318739825,0.6875725900116144,323,0.47278637770897824,152.70999999999998,0.43034055727554177
0.65,1.1,0.7625075891823144,0.19769148387654964,0.5792129133444988,0.6875725900116144,364,0.4193681318681318,152.64999999999998,0.39285714285714285
0.65,1.2,0.7625075891823144,0.19892232270191615,0.5827592747765941,0.6875725900116144,402,0.3725870646766169,149.78,0.3781094527363184
0.65,1.3,0.7625075891823144,0.20028510778946682,0.5864745850536222,0.6875725900116144,451,0.3364079822616408,151.72,0.36363636363636365
0.65,1.5,0.7625075891823144,0.20315760007894823,0.5938644184646551,0.6875725900116144,500,0.25478,127.39,0.342
0.65,1.7,0.7625075891823144,0.20599803248310256,0.6007856807179618,0.6875725900116144,536,0.21595149253731344,115.75,0.3358208955223881
0.65,2.0,0.7625075891823144,0.20993928910099913,0.6099663771268753,0.6875725900116144,562,0.1959252669039146,110.11,0.33451957295373663
0.65,2.5,0.7625075891823144,0.21545493477290117,0.6222508530372216,0.6875725900116144,584,0.18424657534246575,107.6,0.3356164383561644
0.65,3.0,0.7625075891823144,0.21979758201591862,0.6315997547392126,0.6875725900116144,601,0.19723793677204657,118.53999999999999,0.34608985024958405
0.7,0.5,0.7621800380178633,0.20453122092212603,0.6036615801985088,0.6858304297328688,625,0.233456,145.91,0.6816
0.7,0.6,0.7621759264969705,0.1997516716895556,0.5847536199795682,0.6858304297328688,525,0.26186666666666664,137.48,0.6457142857142857
0.7,0.7,0.7621759264969705,0.19723759486617196,0.576354552152733,0.6858304297328688,433,0.32180138568129335,139.34000000000003,0.5958429561200924
0.7,0.8,0.7621759264969705,0.19621949047157577,0.5736974152153457,0.6858304297328688,370,0.3771621621621622,139.55,0.5459459459459459
0.7,0.9,0.7621759264969705,0.19617519235441455,0.5741458066784053,0.6858304297328688,342,0.4002046783625731,136.87,0.47076023391812866
